#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,mean,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-29T22:00:00Z,625,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-29T22:15:00Z,621,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-29T22:30:00Z,592,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-29T23:00:00Z,570,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-29T23:30:00Z,556,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T00:15:00Z,567,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T00:30:00Z,555,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T00:45:00Z,570,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T01:00:00Z,568,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T01:45:00Z,539,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T02:00:00Z,578,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T02:15:00Z,564,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T02:30:00Z,545,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T03:00:00Z,555,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T03:30:00Z,540.5,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T03:45:00Z,538,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T04:00:00Z,545,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T04:30:00Z,535,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T04:45:00Z,534,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T05:00:00Z,525,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T05:15:00Z,540,co2,6CL-IE2
,,0,2025-05-28T06:10:05.302759907Z,2025-06-27T06:10:05.302759907Z,2025-05-30T05:45:00Z,528,co2,6CL-IE2
