timestamp,power_value
2025-07-07 23:06:38.914000+00:00,1.0
2025-07-07 23:21:26.443000+00:00,1.0
2025-07-07 23:21:27.205000+00:00,1.0
2025-07-07 23:21:39.727000+00:00,1.0
2025-07-07 23:36:25.893000+00:00,1.0
2025-07-07 23:36:27.928000+00:00,1.0
2025-07-07 23:36:39.253000+00:00,1.0
2025-07-07 23:51:33.601000+00:00,0.0
2025-07-07 23:51:34.562000+00:00,0.0
2025-07-08 00:06:19.287000+00:00,0.0
2025-07-08 00:06:20.604000+00:00,0.0
2025-07-08 00:06:33.442000+00:00,0.0
2025-07-08 00:21:11.727000+00:00,0.0
2025-07-08 00:21:39.125000+00:00,0.0
2025-07-08 00:21:40.083000+00:00,0.0
2025-07-08 00:36:23.938000+00:00,1.0
2025-07-08 00:36:30.026000+00:00,1.0
2025-07-08 00:51:18.978000+00:00,0.0
2025-07-08 00:51:30.493000+00:00,0.0
2025-07-08 00:51:33.373000+00:00,0.0
2025-07-08 01:21:11.922000+00:00,1.0
2025-07-08 01:21:25.554000+00:00,1.0
2025-07-08 01:21:32.503000+00:00,1.0
2025-07-08 01:36:13.271000+00:00,0.0
2025-07-08 01:36:39.908000+00:00,0.0
2025-07-08 01:51:24.288000+00:00,1.0
2025-07-08 01:51:37.723000+00:00,1.0
2025-07-08 02:06:20.591000+00:00,1.0
2025-07-08 02:06:24.979000+00:00,1.0
2025-07-08 02:21:11.780000+00:00,1.0
2025-07-08 02:21:23.309000+00:00,1.0
2025-07-08 02:36:11.611000+00:00,1.0
2025-07-08 02:36:25.692000+00:00,1.0
2025-07-08 02:36:32.809000+00:00,1.0
2025-07-08 02:51:33.200000+00:00,1.0
2025-07-08 02:51:38.577000+00:00,1.0
2025-07-08 03:06:13.001000+00:00,1.0
2025-07-08 03:21:11.729000+00:00,0.0
2025-07-08 03:21:36.842000+00:00,0.0
2025-07-08 03:36:30.918000+00:00,1.0
2025-07-08 03:36:40.676000+00:00,1.0
2025-07-08 03:51:13.707000+00:00,1.0
2025-07-08 03:51:23.662000+00:00,1.0
2025-07-08 04:06:25.423000+00:00,1.0
2025-07-08 04:06:32.457000+00:00,1.0
2025-07-08 04:21:15.376000+00:00,1.0
2025-07-08 04:21:33.891000+00:00,1.0
2025-07-08 04:36:17.731000+00:00,1.0
2025-07-08 04:36:21.269000+00:00,1.0
2025-07-08 04:51:19.816000+00:00,1.0
2025-07-08 04:51:28.010000+00:00,1.0
2025-07-08 05:06:23.178000+00:00,1.0
2025-07-08 05:06:32.776000+00:00,1.0
2025-07-08 05:21:24.842000+00:00,1.0
2025-07-08 05:21:36.997000+00:00,1.0
2025-07-08 05:36:32.992000+00:00,1.0
2025-07-08 05:36:36.192000+00:00,1.0
2025-07-08 05:51:11.958000+00:00,0.0
2025-07-08 05:51:38.602000+00:00,0.0
2025-07-08 06:06:18.910000+00:00,0.0
2025-07-08 06:06:27.228000+00:00,0.0
2025-07-08 06:06:28.828000+00:00,0.0
2025-07-08 06:21:29.319000+00:00,2.0
2025-07-08 06:21:33.309000+00:00,2.0
2025-07-08 06:21:36.378000+00:00,2.0
2025-07-08 06:36:11.568000+00:00,1.0
2025-07-08 06:36:37.875000+00:00,1.0
2025-07-08 06:36:41.294000+00:00,1.0
2025-07-08 06:51:19.098000+00:00,1.0
2025-07-08 07:06:15.516000+00:00,1.0
2025-07-08 07:06:21.816000+00:00,1.0
2025-07-08 07:21:15.135000+00:00,1.0
2025-07-08 07:21:22.928000+00:00,1.0
2025-07-08 07:21:23.382000+00:00,1.0
2025-07-08 07:36:28.194000+00:00,1.0
2025-07-08 07:36:31.369000+00:00,1.0
2025-07-08 07:36:38.651000+00:00,1.0
2025-07-08 07:51:22.186000+00:00,1.0
2025-07-08 07:51:28.277000+00:00,1.0
2025-07-08 07:51:28.988000+00:00,1.0
2025-07-08 08:06:18.864000+00:00,1.0
2025-07-08 08:06:30.402000+00:00,1.0
2025-07-08 08:21:29.906000+00:00,2.0
2025-07-08 08:21:39.186000+00:00,2.0
2025-07-08 08:36:11.530000+00:00,0.0
2025-07-08 08:36:24.012000+00:00,0.0
2025-07-08 08:51:17.481000+00:00,1.0
2025-07-08 08:51:43.362000+00:00,1.0
2025-07-08 09:06:11.255000+00:00,0.0
2025-07-08 09:06:40.688000+00:00,0.0
2025-07-08 09:21:11.291000+00:00,0.0
2025-07-08 09:21:15.809000+00:00,0.0
2025-07-08 09:36:22.121000+00:00,1.0
2025-07-08 09:36:40.610000+00:00,1.0
2025-07-08 09:51:38.939000+00:00,2.0
2025-07-08 10:06:11.219000+00:00,1.0
2025-07-08 10:06:32.246000+00:00,1.0
2025-07-08 10:21:19.836000+00:00,1.0
2025-07-08 10:21:22.448000+00:00,1.0
2025-07-08 10:36:11.236000+00:00,0.0
2025-07-08 10:36:18.928000+00:00,0.0
2025-07-08 10:51:39.613000+00:00,1.0
2025-07-08 11:06:26.276000+00:00,1.0
2025-07-08 11:06:29.156000+00:00,1.0
2025-07-08 11:21:11.408000+00:00,1.0
2025-07-08 11:21:29.649000+00:00,1.0
2025-07-08 11:36:11.766000+00:00,1.0
2025-07-08 11:36:39.147000+00:00,1.0
2025-07-08 11:51:11.389000+00:00,1.0
2025-07-08 11:51:23.546000+00:00,1.0
2025-07-08 12:06:23.697000+00:00,0.0
2025-07-08 12:06:40.692000+00:00,0.0
2025-07-08 12:21:13.155000+00:00,19.0
2025-07-08 12:21:33.470000+00:00,19.0
2025-07-08 12:36:13.146000+00:00,0.0
2025-07-08 12:36:26.599000+00:00,0.0
2025-07-08 12:51:15.723000+00:00,1.0
2025-07-08 12:51:29+00:00,1.0
2025-07-08 13:06:24.237000+00:00,1.0
2025-07-08 13:06:36.161000+00:00,1.0
2025-07-08 13:21:15.800000+00:00,1.0
2025-07-08 13:21:29.983000+00:00,1.0
2025-07-08 13:36:19.679000+00:00,41.0
2025-07-08 13:36:33.963000+00:00,41.0
2025-07-08 13:51:22.677000+00:00,38.0
2025-07-08 13:51:23.190000+00:00,38.0
2025-07-08 14:06:11.244000+00:00,41.0
2025-07-08 14:06:25.050000+00:00,41.0
2025-07-08 14:06:27.234000+00:00,41.0
2025-07-08 14:21:19.012000+00:00,38.0
2025-07-08 14:21:27.627000+00:00,38.0
2025-07-08 14:21:33.419000+00:00,38.0
2025-07-08 14:36:17.311000+00:00,4.0
2025-07-08 14:36:28.803000+00:00,4.0
2025-07-08 14:36:31.641000+00:00,4.0
2025-07-08 14:51:12.619000+00:00,4.0
2025-07-08 14:51:23.881000+00:00,4.0
2025-07-08 14:51:28.410000+00:00,4.0
2025-07-08 15:06:12.580000+00:00,4.0
2025-07-08 15:06:30.592000+00:00,4.0
2025-07-08 15:06:38.440000+00:00,4.0
2025-07-08 15:21:24.503000+00:00,4.0
2025-07-08 15:21:33.612000+00:00,4.0
2025-07-08 15:36:10.908000+00:00,22.0
2025-07-08 15:36:29.469000+00:00,22.0
2025-07-08 15:51:13.954000+00:00,49.0
2025-07-08 16:06:15.680000+00:00,7.0
2025-07-08 16:06:33.895000+00:00,7.0
2025-07-08 16:21:11.019000+00:00,7.0
2025-07-08 16:36:37.109000+00:00,7.0
2025-07-08 16:51:11.676000+00:00,33.0
2025-07-08 16:51:39.585000+00:00,33.0
2025-07-08 17:06:10.872000+00:00,0.0
2025-07-08 17:21:19.872000+00:00,1.0
2025-07-08 17:21:26.653000+00:00,1.0
2025-07-08 17:36:31.924000+00:00,0.0
2025-07-08 17:51:10.923000+00:00,0.0
2025-07-08 17:51:25.548000+00:00,0.0
2025-07-08 17:51:25.961000+00:00,0.0
2025-07-08 18:06:14.907000+00:00,0.0
2025-07-08 18:06:28.141000+00:00,0.0
2025-07-08 18:06:32.376000+00:00,0.0
2025-07-08 18:21:21.158000+00:00,1.0
2025-07-08 18:21:38.756000+00:00,1.0
2025-07-08 18:36:21.806000+00:00,1.0
2025-07-08 18:36:28.190000+00:00,1.0
2025-07-08 18:36:38.790000+00:00,1.0
2025-07-08 18:51:16.556000+00:00,0.0
2025-07-08 18:51:22.877000+00:00,0.0
2025-07-08 18:51:32.200000+00:00,0.0
2025-07-08 19:06:10.777000+00:00,1.0
2025-07-08 19:06:26.180000+00:00,1.0
2025-07-08 19:06:40.366000+00:00,1.0
2025-07-08 19:21:11.014000+00:00,0.0
2025-07-08 19:21:25.726000+00:00,0.0
2025-07-08 19:21:27.221000+00:00,0.0
2025-07-08 19:36:32.985000+00:00,0.0
2025-07-08 19:36:40.028000+00:00,0.0
2025-07-08 19:51:10.944000+00:00,0.0
2025-07-08 19:51:33.831000+00:00,0.0
2025-07-08 20:06:10.732000+00:00,0.0
2025-07-08 20:06:37.374000+00:00,0.0
2025-07-08 20:21:10.856000+00:00,1.0
2025-07-08 20:21:38.341000+00:00,1.0
2025-07-08 20:36:11.096000+00:00,1.0
2025-07-08 20:36:39.253000+00:00,1.0
2025-07-08 20:51:11.903000+00:00,1.0
2025-07-08 20:51:40.048000+00:00,1.0
2025-07-08 21:06:11.098000+00:00,1.0
2025-07-08 21:06:38.507000+00:00,1.0
2025-07-08 21:21:37.535000+00:00,1.0
2025-07-08 21:21:40.661000+00:00,1.0
2025-07-08 21:36:28.993000+00:00,1.0
2025-07-08 21:36:40.073000+00:00,1.0
2025-07-08 21:51:23.893000+00:00,1.0
2025-07-08 21:51:30.351000+00:00,1.0
2025-07-08 22:06:22.593000+00:00,1.0
2025-07-08 22:06:24.809000+00:00,1.0
2025-07-08 22:21:16.340000+00:00,1.0
2025-07-08 22:21:20.500000+00:00,1.0
2025-07-08 22:36:12.285000+00:00,1.0
2025-07-08 22:36:16.252000+00:00,1.0
2025-07-08 22:51:15.186000+00:00,0.0
2025-07-08 22:51:23.037000+00:00,0.0
2025-07-08 23:06:19.613000+00:00,1.0
2025-07-08 23:06:23.177000+00:00,1.0
2025-07-08 23:06:35.311000+00:00,1.0
2025-07-08 23:21:18.940000+00:00,1.0
2025-07-08 23:21:26.540000+00:00,1.0
2025-07-08 23:36:11.986000+00:00,1.0
2025-07-08 23:36:32.460000+00:00,1.0
2025-07-08 23:51:29.098000+00:00,1.0
2025-07-09 00:06:10.801000+00:00,1.0
2025-07-09 00:06:26.289000+00:00,1.0
2025-07-09 00:21:20.033000+00:00,1.0
2025-07-09 00:21:22.383000+00:00,1.0
2025-07-09 00:21:25.714000+00:00,1.0
2025-07-09 00:36:10.536000+00:00,0.0
2025-07-09 00:36:11.483000+00:00,0.0
2025-07-09 00:36:21.737000+00:00,0.0
2025-07-09 00:51:13.542000+00:00,1.0
2025-07-09 00:51:14.879000+00:00,1.0
2025-07-09 00:51:23.517000+00:00,1.0
2025-07-09 01:06:15.709000+00:00,1.0
2025-07-09 01:06:17.986000+00:00,1.0
2025-07-09 01:21:10.383000+00:00,1.0
2025-07-09 01:21:13.739000+00:00,1.0
2025-07-09 01:36:10.658000+00:00,1.0
2025-07-09 01:51:23.743000+00:00,1.0
2025-07-09 02:06:28.837000+00:00,1.0
2025-07-09 02:06:33.172000+00:00,1.0
2025-07-09 02:21:46.021000+00:00,1.0
2025-07-09 02:51:24.693000+00:00,1.0
2025-07-09 02:51:28.427000+00:00,1.0
2025-07-09 03:06:28.361000+00:00,1.0
2025-07-09 03:06:34.790000+00:00,1.0
2025-07-09 03:21:10.314000+00:00,1.0
2025-07-09 03:21:29.933000+00:00,1.0
2025-07-09 03:36:10.448000+00:00,0.0
2025-07-09 03:36:32.433000+00:00,0.0
2025-07-09 03:51:11.208000+00:00,0.0
2025-07-09 03:51:24.545000+00:00,0.0
2025-07-09 04:06:20.558000+00:00,1.0
2025-07-09 04:06:38.234000+00:00,1.0
2025-07-09 04:21:19.172000+00:00,1.0
2025-07-09 04:21:35.192000+00:00,1.0
2025-07-09 04:36:10.469000+00:00,1.0
2025-07-09 04:36:23.278000+00:00,1.0
2025-07-09 04:51:14.803000+00:00,1.0
2025-07-09 04:51:34.315000+00:00,1.0
2025-07-09 05:06:15.897000+00:00,1.0
2025-07-09 05:06:35.260000+00:00,1.0
2025-07-09 05:21:17.357000+00:00,1.0
2025-07-09 05:21:37.622000+00:00,1.0
2025-07-09 05:36:10.098000+00:00,1.0
2025-07-09 05:36:15.537000+00:00,1.0
2025-07-09 05:51:13.292000+00:00,0.0
2025-07-09 05:51:19.219000+00:00,0.0
2025-07-09 06:06:21.931000+00:00,1.0
2025-07-09 06:06:26.089000+00:00,1.0
2025-07-09 06:21:23.125000+00:00,0.0
2025-07-09 06:21:33.810000+00:00,0.0
2025-07-09 06:36:28.822000+00:00,0.0
2025-07-09 06:36:39.056000+00:00,0.0
2025-07-09 06:51:18.126000+00:00,1.0
2025-07-09 06:51:28.580000+00:00,1.0
2025-07-09 06:51:39.259000+00:00,1.0
2025-07-09 07:06:11.660000+00:00,1.0
2025-07-09 07:06:26.123000+00:00,1.0
2025-07-09 07:06:30.076000+00:00,1.0
2025-07-09 07:21:18.409000+00:00,1.0
2025-07-09 07:21:32.170000+00:00,1.0
2025-07-09 07:36:10.271000+00:00,1.0
2025-07-09 07:36:32.036000+00:00,1.0
2025-07-09 07:51:10.107000+00:00,1.0
2025-07-09 07:51:10.140000+00:00,1.0
2025-07-09 08:06:11.117000+00:00,1.0
2025-07-09 08:06:23.284000+00:00,1.0
2025-07-09 08:21:10.081000+00:00,1.0
2025-07-09 08:36:20.814000+00:00,1.0
2025-07-09 08:36:23.403000+00:00,1.0
2025-07-09 08:51:21.027000+00:00,0.0
2025-07-09 08:51:22.566000+00:00,0.0
2025-07-09 09:06:22.332000+00:00,1.0
2025-07-09 09:21:14.254000+00:00,1.0
2025-07-09 09:36:10.018000+00:00,0.0
2025-07-09 09:36:28.443000+00:00,0.0
2025-07-09 09:36:39.144000+00:00,0.0
2025-07-09 09:51:24.472000+00:00,1.0
2025-07-09 09:51:27.231000+00:00,1.0
2025-07-09 10:06:19.405000+00:00,1.0
2025-07-09 10:06:31.633000+00:00,1.0
2025-07-09 10:21:29.719000+00:00,1.0
2025-07-09 10:36:09.992000+00:00,1.0
2025-07-09 10:51:11.872000+00:00,1.0
2025-07-09 10:51:21.470000+00:00,1.0
2025-07-09 11:06:19.900000+00:00,0.0
2025-07-09 11:06:24.452000+00:00,0.0
2025-07-09 11:21:36.019000+00:00,5.0
2025-07-09 11:21:38.524000+00:00,5.0
2025-07-09 11:36:25.589000+00:00,1.0
2025-07-09 11:36:37.690000+00:00,1.0
2025-07-09 11:36:39.751000+00:00,1.0
2025-07-09 11:51:09.844000+00:00,2.0
2025-07-09 11:51:17.008000+00:00,2.0
2025-07-09 11:51:21.076000+00:00,2.0
2025-07-09 12:06:16.264000+00:00,2.0
2025-07-09 12:06:28.953000+00:00,2.0
2025-07-09 12:06:34.868000+00:00,2.0
2025-07-09 12:21:11.349000+00:00,1.0
2025-07-09 12:21:12.637000+00:00,1.0
2025-07-09 12:21:28.401000+00:00,1.0
2025-07-09 12:36:09.822000+00:00,3.0
2025-07-09 12:36:18.094000+00:00,3.0
2025-07-09 12:36:19.781000+00:00,3.0
2025-07-09 12:51:13.368000+00:00,2.0
2025-07-09 12:51:24.771000+00:00,2.0
2025-07-09 12:51:25.417000+00:00,2.0
2025-07-09 13:06:16.284000+00:00,2.0
2025-07-09 13:06:31.322000+00:00,2.0
2025-07-09 13:06:33.526000+00:00,2.0
2025-07-09 13:21:15.489000+00:00,2.0
2025-07-09 13:21:21.367000+00:00,2.0
2025-07-09 13:21:34.808000+00:00,2.0
2025-07-09 13:36:09.891000+00:00,2.0
2025-07-09 13:36:16.613000+00:00,2.0
2025-07-09 13:36:29.632000+00:00,2.0
2025-07-09 13:51:24.743000+00:00,1.0
2025-07-09 13:51:28.895000+00:00,1.0
2025-07-09 14:06:13.481000+00:00,1.0
2025-07-09 14:06:14.619000+00:00,1.0
2025-07-09 14:06:36.020000+00:00,1.0
2025-07-09 14:21:21.582000+00:00,1.0
2025-07-09 14:21:35.385000+00:00,1.0
2025-07-09 14:21:37.748000+00:00,1.0
2025-07-09 14:36:35.399000+00:00,19.0
2025-07-09 14:36:36.485000+00:00,19.0
2025-07-09 14:51:12.847000+00:00,11.0
2025-07-09 14:51:14.447000+00:00,11.0
2025-07-09 14:51:20.856000+00:00,11.0
2025-07-09 15:06:25.535000+00:00,12.0
2025-07-09 15:06:38.949000+00:00,12.0
2025-07-09 15:21:09.727000+00:00,1.0
2025-07-09 15:36:28.306000+00:00,1.0
2025-07-09 15:36:32.190000+00:00,1.0
2025-07-09 15:51:12.401000+00:00,1.0
2025-07-09 15:51:40.481000+00:00,1.0
2025-07-09 16:06:09.639000+00:00,1.0
2025-07-09 16:06:36.252000+00:00,1.0
2025-07-09 16:21:16.101000+00:00,1.0
2025-07-09 16:21:31.233000+00:00,1.0
2025-07-09 16:36:33.738000+00:00,1.0
2025-07-09 16:51:19.391000+00:00,1.0
2025-07-09 16:51:25.802000+00:00,1.0
2025-07-09 17:06:09.779000+00:00,1.0
2025-07-09 17:06:11.366000+00:00,1.0
2025-07-09 17:06:31.003000+00:00,1.0
2025-07-09 17:21:09.636000+00:00,2.0
2025-07-09 17:21:34.461000+00:00,2.0
2025-07-09 17:36:25.970000+00:00,0.0
2025-07-09 17:36:34.290000+00:00,0.0
2025-07-09 17:51:15.915000+00:00,1.0
2025-07-09 18:06:13.995000+00:00,1.0
2025-07-09 18:06:24.540000+00:00,1.0
2025-07-09 18:06:28.291000+00:00,1.0
2025-07-09 18:21:14.143000+00:00,1.0
2025-07-09 18:21:18.107000+00:00,1.0
2025-07-09 18:21:30.120000+00:00,1.0
2025-07-09 18:36:14.102000+00:00,0.0
2025-07-09 18:36:23.615000+00:00,0.0
2025-07-09 18:36:29.141000+00:00,0.0
2025-07-09 18:51:24.745000+00:00,1.0
2025-07-09 18:51:32.237000+00:00,1.0
2025-07-09 19:06:09.565000+00:00,1.0
2025-07-09 19:06:17.935000+00:00,1.0
2025-07-09 19:21:17.301000+00:00,0.0
2025-07-09 19:21:17.824000+00:00,0.0
2025-07-09 19:21:35.991000+00:00,0.0
2025-07-09 19:51:09.485000+00:00,1.0
2025-07-09 19:51:17.760000+00:00,1.0
2025-07-09 20:06:13.699000+00:00,0.0
2025-07-09 20:06:29.991000+00:00,0.0
2025-07-09 20:21:09.560000+00:00,1.0
2025-07-09 20:21:23.640000+00:00,1.0
2025-07-09 20:36:18.683000+00:00,1.0
2025-07-09 20:36:28.638000+00:00,1.0
2025-07-09 20:51:09.806000+00:00,0.0
2025-07-09 20:51:20.528000+00:00,0.0
2025-07-09 21:06:13.250000+00:00,1.0
2025-07-09 21:06:30.218000+00:00,1.0
2025-07-09 21:21:21.872000+00:00,0.0
2025-07-09 21:21:31.646000+00:00,0.0
2025-07-09 21:36:12.549000+00:00,0.0
2025-07-09 21:36:23.486000+00:00,0.0
2025-07-09 21:51:15.840000+00:00,1.0
2025-07-09 21:51:32.973000+00:00,1.0
2025-07-09 22:06:24.570000+00:00,0.0
2025-07-09 22:06:33.945000+00:00,0.0
2025-07-09 22:21:19.228000+00:00,1.0
2025-07-09 22:21:27.178000+00:00,1.0
2025-07-09 22:36:14.170000+00:00,0.0
2025-07-09 22:36:23.792000+00:00,0.0
2025-07-09 22:51:11.134000+00:00,0.0
2025-07-09 22:51:11.284000+00:00,0.0
2025-07-09 23:06:12.630000+00:00,0.0
2025-07-09 23:06:35.381000+00:00,0.0
2025-07-09 23:21:12.410000+00:00,0.0
2025-07-09 23:21:14.844000+00:00,0.0
2025-07-09 23:21:35.508000+00:00,0.0
2025-07-09 23:36:12.810000+00:00,1.0
2025-07-09 23:36:18.594000+00:00,1.0
2025-07-09 23:36:23.070000+00:00,1.0
2025-07-09 23:51:24.008000+00:00,1.0
2025-07-09 23:51:24.984000+00:00,1.0
2025-07-09 23:51:28.337000+00:00,1.0
2025-07-10 00:06:21.333000+00:00,0.0
2025-07-10 00:06:34.330000+00:00,0.0
2025-07-10 00:21:09.541000+00:00,1.0
2025-07-10 00:21:39.484000+00:00,1.0
2025-07-10 00:36:11.948000+00:00,1.0
2025-07-10 00:36:18.594000+00:00,1.0
2025-07-10 00:36:21.863000+00:00,1.0
2025-07-10 00:51:15.308000+00:00,1.0
2025-07-10 00:51:25.235000+00:00,1.0
2025-07-10 00:51:38.026000+00:00,1.0
2025-07-10 01:06:15.358000+00:00,1.0
2025-07-10 01:06:21.180000+00:00,1.0
2025-07-10 01:06:37.189000+00:00,1.0
2025-07-10 01:21:09.215000+00:00,0.0
2025-07-10 01:21:23.904000+00:00,0.0
2025-07-10 01:21:33.820000+00:00,0.0
2025-07-10 01:36:09.875000+00:00,1.0
2025-07-10 01:36:11.869000+00:00,1.0
2025-07-10 01:51:37.648000+00:00,0.0
2025-07-10 02:06:28.204000+00:00,1.0
2025-07-10 02:06:38.659000+00:00,1.0
2025-07-10 02:21:09.326000+00:00,1.0
2025-07-10 02:21:09.327000+00:00,1.0
2025-07-10 02:36:10.912000+00:00,1.0
2025-07-10 02:51:09.319000+00:00,1.0
2025-07-10 02:51:29.995000+00:00,1.0
2025-07-10 03:06:22.261000+00:00,1.0
2025-07-10 03:06:33.780000+00:00,1.0
2025-07-10 03:21:42.117000+00:00,1.0
2025-07-10 03:36:18.659000+00:00,0.0
2025-07-10 03:36:36.332000+00:00,0.0
2025-07-10 03:36:36.650000+00:00,0.0
2025-07-10 03:51:09.285000+00:00,1.0
2025-07-10 03:51:23.530000+00:00,1.0
2025-07-10 03:51:37.765000+00:00,1.0
2025-07-10 04:06:21.490000+00:00,1.0
2025-07-10 04:06:36.605000+00:00,1.0
2025-07-10 04:06:38.197000+00:00,1.0
2025-07-10 04:21:16.626000+00:00,0.0
2025-07-10 04:21:35.826000+00:00,0.0
2025-07-10 04:21:36.466000+00:00,0.0
2025-07-10 04:36:13.410000+00:00,1.0
2025-07-10 04:36:32.051000+00:00,1.0
2025-07-10 04:36:32.274000+00:00,1.0
2025-07-10 04:51:12.491000+00:00,1.0
2025-07-10 04:51:27.336000+00:00,1.0
2025-07-10 04:51:29.765000+00:00,1.0
2025-07-10 05:06:11.700000+00:00,1.0
2025-07-10 05:06:23.864000+00:00,1.0
2025-07-10 05:06:25.453000+00:00,1.0
2025-07-10 05:21:12.188000+00:00,1.0
2025-07-10 05:21:21.457000+00:00,1.0
2025-07-10 05:21:21.809000+00:00,1.0
2025-07-10 05:36:13.312000+00:00,1.0
2025-07-10 05:36:21.630000+00:00,1.0
2025-07-10 05:36:22.539000+00:00,1.0
2025-07-10 05:51:16.322000+00:00,1.0
2025-07-10 05:51:23.998000+00:00,1.0
2025-07-10 05:51:25.956000+00:00,1.0
2025-07-10 06:06:20.018000+00:00,1.0
2025-07-10 06:06:25.741000+00:00,1.0
2025-07-10 06:06:26.064000+00:00,1.0
2025-07-10 06:21:22.625000+00:00,0.0
2025-07-10 06:21:26.294000+00:00,0.0
2025-07-10 06:21:27.475000+00:00,0.0
2025-07-10 06:36:22.497000+00:00,1.0
2025-07-10 06:36:26.595000+00:00,1.0
2025-07-10 06:36:37.386000+00:00,1.0
2025-07-10 06:51:16.228000+00:00,1.0
2025-07-10 06:51:24.187000+00:00,1.0
2025-07-10 06:51:36.387000+00:00,1.0
2025-07-10 07:06:10.428000+00:00,0.0
2025-07-10 07:06:28.300000+00:00,0.0
2025-07-10 07:21:09.136000+00:00,1.0
2025-07-10 07:21:11.554000+00:00,1.0
2025-07-10 07:21:25.619000+00:00,1.0
2025-07-10 07:36:10.104000+00:00,1.0
2025-07-10 07:36:26.098000+00:00,1.0
2025-07-10 07:36:32.498000+00:00,1.0
2025-07-10 07:51:22.097000+00:00,1.0
2025-07-10 07:51:30.096000+00:00,1.0
2025-07-10 08:06:35.703000+00:00,1.0
