timestamp,window_size,volatility,jump_rate,is_stable,cosine_similarity,correlation_coefficient,prediction_accuracy,consistency_score,false_positive_rate,false_negative_rate,delayed_decision_rate,total_error_rate,stability_score,overall_score,priority,performance
2025-07-19 21:45:00+00:00,4,0.033001755298885375,0.0,True,0.9991834250299687,0.0,0.8931584136838713,0.6307806129046133,0.0,0.0,0.0,0.0,0.9669982447011146,0.8424117185721798,MEDIUM,EXCELLENT
2025-07-19 22:15:00+00:00,4,0.03967683362183066,0.0,True,0.9989573595790542,0.0,0.9142306758440114,0.6377293451410219,0.0,0.0,0.0,0.0,0.9603231663781694,0.8431886879698596,MEDIUM,EXCELLENT
2025-07-19 22:45:00+00:00,4,0.02056024482789937,0.0,True,0.9997311298194782,0.0,0.904521667547267,0.6347509324555817,0.0,0.0,0.0,0.0,0.9794397551721006,0.8477322995338628,MEDIUM,EXCELLENT
2025-07-19 23:15:00+00:00,4,0.02197805297378827,0.0,True,0.8706773206344558,0.9803654433402922,0.8790823446436283,0.9100417028727921,0.0,0.0,0.0,0.0,0.9780219470262117,0.9574232652569803,LOW,EXCELLENT
2025-07-19 23:45:00+00:00,4,0.0031298108736887305,0.0,True,0.7055859153560404,0.9893164576171035,0.8837322121891893,0.8595448617207776,0.0,0.0,0.0,0.0,0.9968701891263113,0.9428790014262045,LOW,EXCELLENT
2025-07-20 00:15:00+00:00,4,0.029718219997435364,0.0,True,0.8160059883578725,0.9985442794404622,0.9134184243858223,0.9093228973947189,0.0,0.0,0.0,0.0,0.9702817800025646,0.954813692958657,LOW,EXCELLENT
2025-07-20 00:45:00+00:00,4,0.032093742860533625,0.0,True,0.8478604547501728,0.9902276015133307,0.9190204203543096,0.9190361588726045,0.0,0.0,0.0,0.0,0.9679062571394663,0.9579863406908817,LOW,EXCELLENT
2025-07-20 01:15:00+00:00,4,0.021465404922629775,0.0,True,0.8416703705285805,0.9894444835304346,0.9131039035317563,0.9147395858635905,0.0,0.0,0.0,0.0,0.9785345950773702,0.9594562128686472,LOW,EXCELLENT
2025-07-20 01:45:00+00:00,4,0.0009428052085914402,0.0,True,0.848323343075623,0.9984913281792227,0.9018116321153344,0.9162087677900601,0.0,0.0,0.0,0.0,0.9990571947914085,0.9662006655534465,LOW,EXCELLENT
2025-07-20 02:15:00+00:00,4,0.025634916980511645,0.0,True,0.8127041333005591,0.9998322359148576,0.9112951633792593,0.9079438441982254,0.0,0.0,0.0,0.0,0.9743650830194883,0.9554870625851366,LOW,EXCELLENT
2025-07-20 02:45:00+00:00,4,0.03123032783712442,0.0,True,0.7985245961556894,0.9966491723689668,0.9164400817456232,0.9038712834234265,0.0,0.0,0.0,0.0,0.9687696721628756,0.9521794150182332,LOW,EXCELLENT
2025-07-20 03:30:00+00:00,3,0.029834064716299225,0.0,True,0.7818865739778232,0.9979690339969328,0.9365374107616731,0.9054643395788098,0.0,0.0,0.0,0.0,0.9701659352837008,0.9532355164166342,LOW,EXCELLENT
2025-07-20 04:00:00+00:00,3,0.033885437209981696,0.0,True,0.5463201691446107,0.9999999999999999,0.9548905707983565,0.8337369133143223,0.0,0.0,0.0,0.0,0.9661145627900183,0.9233291341627345,LOW,EXCELLENT
2025-07-20 04:30:00+00:00,4,0.03350932049475825,0.0,True,0.4676110830018621,1.0,0.9767079715034452,0.8147730181684357,0.0,0.0,0.0,0.0,0.9664906795052417,0.9158564111189469,LOW,EXCELLENT
2025-07-20 05:00:00+00:00,4,0.030915947531614925,0.0,True,0.48827022023436023,1.0,0.9767079715034452,0.8216593972459352,0.0,0.0,0.0,0.0,0.969084052468385,0.9193889746388897,LOW,EXCELLENT
2025-07-20 05:30:00+00:00,4,0.011822386493744183,0.0,True,0.7139263741686444,0.999218837387328,0.9398027082647377,0.88431597327357,0.0,0.0,0.0,0.0,0.9881776135062558,0.9501796733613048,LOW,EXCELLENT
2025-07-20 06:00:00+00:00,4,0.02083922234623904,0.0,True,0.7645087335509624,0.9998048754885792,0.9140627647782573,0.892792124605933,0.0,0.0,0.0,0.0,0.979160777653761,0.9508650831385015,LOW,EXCELLENT
2025-07-20 06:30:00+00:00,4,0.027171966812593703,0.0,True,0.674150644032089,0.9999892327080134,0.9464980939532575,0.8735459902311199,0.0,0.0,0.0,0.0,0.9728280331874063,0.9412668060486697,LOW,EXCELLENT
2025-07-20 07:00:00+00:00,4,0.043061701043077515,0.0,True,0.8110529568693057,0.9969109902427196,0.9507850374756331,0.9195829948625528,0.0,0.0,0.0,0.0,0.9569382989569225,0.954914687632098,LOW,EXCELLENT
2025-07-20 07:30:00+00:00,4,0.04807277775383303,0.0,True,0.6995063674757077,0.8967813402555193,0.9036630033495022,0.8333169036935764,0.0,0.0,0.0,0.0,0.951927222246167,0.9189049281512807,LOW,EXCELLENT
2025-07-20 08:00:00+00:00,4,0.041047402679249514,0.0,True,0.7981217149504705,0.9762757738360857,0.8645056844709833,0.8796343910858465,0.0,0.0,0.0,0.0,0.9589525973207504,0.9395395356305638,LOW,EXCELLENT
2025-07-20 08:30:00+00:00,4,0.02362739946491347,0.0,True,0.621615992294434,0.9968835628683155,0.9009866927601444,0.8398287493076313,0.0,0.0,0.0,0.0,0.9763726005350866,0.9288432798835784,LOW,EXCELLENT
2025-07-20 09:00:00+00:00,4,0.009848950197619393,0.0,True,0.8022538949472846,0.9981695708098367,0.9252537120431344,0.9085590592667518,0.0,0.0,0.0,0.0,0.9901510498023806,0.960468938647415,LOW,EXCELLENT
2025-07-20 09:30:00+00:00,3,0.0075117999143988765,0.0,True,0.9999575950709327,0.0,0.9129933562386796,0.6376503171032041,0.0,0.0,0.0,0.0,0.9924882000856011,0.8528065868669621,MEDIUM,EXCELLENT
2025-07-20 10:00:00+00:00,3,0.021291004772336527,0.0,True,0.83121512098035,0.9998543134977176,0.9287709570115655,0.919946797163211,0.0,0.0,0.0,0.0,0.9787089952276635,0.9615914174335836,LOW,EXCELLENT
2025-07-20 10:30:00+00:00,4,0.045798729975552004,0.0,True,0.7002534715042397,0.999664419034759,0.9603622212379946,0.8867600372589978,0.0,0.0,0.0,0.0,0.954201270024448,0.9409643959109335,LOW,EXCELLENT
